;group;user;task_id;puzzle_difficulty;puzzle_category;n_attempts;completed;timestamp;active_time;percentileActiveTime;n_events;percentileEvents;n_check_solution;percentileAtt;percentileComposite;persistence;n_breaks;n_snapshot;n_rotate_view;n_manipulation_events;time_failed_submission_exit;avg_time_between_submissions
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~1. One Box;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;1. One Box;2,00E-06;Tutorial;1.0;1.0;2019-10-22 13:18:29.306063-04:00;20.72;14.87;8.0;30.48;1.0;100.0;22.68;RAPID_SOLVER;0.0;0.0;0.0;1.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~2. Separated Boxes;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;2. Separated Boxes;0.111127;Tutorial;1.0;1.0;2019-10-22 13:18:52.748176-04:00;31.44;9.96;13.0;19.92;1.0;31.47;14.94;RAPID_SOLVER;0.0;0.0;0.0;5.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~3. Rotate a Pyramid;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;3. Rotate a Pyramid;0.083447;Tutorial;1.0;1.0;2019-10-22 13:19:20.156230-04:00;22.06;8.1;9.0;7.29;1.0;43.72;7.69;RAPID_SOLVER;0.0;0.0;0.0;2.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~4. Match Silhouettes;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;4. Match Silhouettes;0.061887;Tutorial;1.0;1.0;2019-10-22 13:19:42.433604-04:00;23.62;11.25;12.0;25.0;1.0;59.17;18.12;RAPID_SOLVER;0.0;0.0;2.0;3.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~5. Removing Objects;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;5. Removing Objects;0.106021;Tutorial;1.0;1.0;2019-10-22 13:20:20.158230-04:00;114.06;49.1;39.0;45.5;1.0;50.9;47.3;NO_BEHAVIOR;2.0;0.0;5.0;10.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~6. Stretch a Ramp;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;6. Stretch a Ramp;0.107035;Tutorial;1.0;1.0;2019-10-22 13:22:01.027812-04:00;72.42;32.57;28.0;28.44;2.0;67.89;30.5;NO_BEHAVIOR;0.0;0.0;1.0;13.0;NA;32.42
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~7. Max 2 Boxes;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;7. Max 2 Boxes;0.078039;Tutorial;2.0;1.0;2019-10-24 09:18:08.781012-04:00;325.59;92.79;194.0;95.19;2.0;82.69;93.99;PRODUCTIVE_PERSISTANCE;0.0;1.0;11.0;61.0;NA;10.56
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Square Cross-Sections;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Square Cross-Sections;0.199714;Intermediate;1.0;1.0;2019-10-22 13:28:10.709851-04:00;93.45;24.5;59.0;45.03;1.0;33.77;34.77;NO_BEHAVIOR;0.0;0.0;7.0;21.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Bird Fez;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Bird Fez;0.156674;Intermediate;1.0;1.0;2019-10-22 13:29:45.781696-04:00;112.1;29.22;60.0;42.21;2.0;59.74;35.71;NO_BEHAVIOR;0.0;0.0;14.0;23.0;NA;52.83
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Pi Henge;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Pi Henge;0.067346;Intermediate;1.0;1.0;2019-10-22 13:31:38.155208-04:00;40.59;3.25;23.0;1.95;1.0;64.29;2.6;RAPID_SOLVER;0.0;0.0;0.0;10.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~45-Degree Rotations;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;45-Degree Rotations;0.096715;Intermediate;1.0;1.0;2019-10-22 13:32:16.924410-04:00;72.78;27.01;39.0;39.42;1.0;64.23;33.21;NO_BEHAVIOR;0.0;0.0;10.0;13.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Pyramids are Strange;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Pyramids are Strange;0.1796;Intermediate;1.0;1.0;2019-10-22 13:33:28.750466-04:00;69.37;7.87;35.0;8.66;1.0;32.28;8.27;RAPID_SOLVER;0.0;0.0;0.0;11.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Boxes Obscure Spheres;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Boxes Obscure Spheres;0.266198;Intermediate;1.0;1.0;2019-10-22 13:34:40.620699-04:00;253.67;47.57;76.0;33.98;3.0;47.57;40.78;NO_BEHAVIOR;4.0;0.0;28.0;26.0;NA;148.64
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Object Limits;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Object Limits;0.257177;Intermediate;1.0;1.0;2019-10-22 13:40:07.661568-04:00;204.17;58.59;56.0;46.46;2.0;23.23;52.53;NO_BEHAVIOR;2.0;2.0;4.0;24.0;NA;98.95
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Warm Up;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Warm Up;0.183971;Advanced;1.0;1.0;2019-10-22 13:43:30.318700-04:00;147.95;92.98;53.0;92.98;5.0;100.0;92.98;PRODUCTIVE_PERSISTANCE;1.0;0.0;0.0;26.0;NA;94.05
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Angled Silhouette;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Angled Silhouette;0.147673;Intermediate;1.0;1.0;2019-10-22 13:45:58.138157-04:00;37.23;14.14;22.0;22.22;1.0;61.62;18.18;RAPID_SOLVER;0.0;0.0;0.0;8.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Sugar Cones;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Sugar Cones;0.085909;Advanced;1.0;1.0;2019-10-22 13:46:36.893834-04:00;72.33;68.75;28.0;60.71;1.0;58.04;64.73;NO_BEHAVIOR;1.0;0.0;0.0;11.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Stranger Shapes;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Stranger Shapes;0.283971;Advanced;2.0;1.0;2019-10-24 09:02:48.839438-04:00;231.87;44.58;104.0;44.58;4.0;40.96;44.58;NO_BEHAVIOR;2.0;2.0;20.0;44.0;NA;61.09
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Tall and Small;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Tall and Small;0.266869;Advanced;1.0;1.0;2019-10-22 13:50:19.307070-04:00;189.83;43.06;86.0;44.44;2.0;30.56;43.75;NO_BEHAVIOR;0.0;2.0;21.0;28.0;NA;88.98
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Ramp Up and Can It;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Ramp Up and Can It;0.206271;Advanced;1.0;1.0;2019-10-22 13:53:33.100384-04:00;214.81;73.44;79.0;67.19;4.0;76.56;70.31;NO_BEHAVIOR;1.0;6.0;18.0;32.0;NA;127.54
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~More Than Meets Your Eye;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;More Than Meets Your Eye;0.192319;Advanced;1.0;1.0;2019-10-22 13:56:57.705899-04:00;78.14;6.45;60.0;12.9;1.0;48.39;9.68;RAPID_SOLVER;0.0;0.0;0.0;32.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Not Bird;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Not Bird;0.260197;Intermediate;4.0;1.0;2019-10-24 09:45:26.038427-04:00;340.64;66.67;155.0;70.18;5.0;70.18;68.42;NO_BEHAVIOR;0.0;2.0;37.0;47.0;NA;64.93
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Unnecessary;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Unnecessary;0.76;Advanced;1.0;1.0;2019-10-24 09:06:42.999894-04:00;118.48;37.04;35.0;24.07;2.0;44.44;30.56;NO_BEHAVIOR;1.0;1.0;2.0;14.0;NA;57.57
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Zzz;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Zzz;0.234035;Advanced;1.0;1.0;2019-10-24 09:08:40.948732-04:00;65.45;20.41;40.0;30.61;1.0;34.69;25.51;NO_BEHAVIOR;0.0;0.0;1.0;20.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Bull Market;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Bull Market;0.358579;Advanced;1.0;1.0;2019-10-24 09:09:46.893779-04:00;66.34;2.86;42.0;5.71;1.0;22.86;4.29;RAPID_SOLVER;0.0;0.0;2.0;18.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Few Clues;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Few Clues;0.324041;Advanced;5.0;1.0;2019-10-24 09:37:35.443410-04:00;805.39;92.86;498.0;92.86;6.0;100.0;92.86;PRODUCTIVE_PERSISTANCE;1.0;12.0;59.0;242.0;NA;97.95
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Orange Dance;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Orange Dance;0.647731;Advanced;5.0;1.0;2019-10-25 11:15:05.811549-04:00;1465.74;91.67;845.0;91.67;5.0;83.33;91.67;PRODUCTIVE_PERSISTANCE;8.0;52.0;71.0;373.0;NA;522.06
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~8. Combine 2 Ramps;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;8. Combine 2 Ramps;0.068608;Tutorial;1.0;1.0;2019-10-24 09:18:33.463000-04:00;27.38;1.05;25.0;24.08;1.0;72.77;12.57;RAPID_SOLVER;1.0;0.0;0.0;14.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~9. Scaling Round Objects;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;9. Scaling Round Objects;0.128647;Tutorial;1.0;1.0;2019-10-24 09:21:10.043917-04:00;35.3;2.84;34.0;34.09;1.0;43.75;18.47;RAPID_SOLVER;0.0;1.0;7.0;12.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ef0b43cdf2d6ac99ff1bf5c2284e932a~Bear Market;e6af7d42084352a39449e6d0a09b18cd;ef0b43cdf2d6ac99ff1bf5c2284e932a;Bear Market;1.0;Advanced;5.0;0.0;2019-10-25 11:37:04.756994-04:00;1262.84;25.0;874.0;50.0;3.0;0.0;37.5;NO_BEHAVIOR;3.0;54.0;105.0;450.0;94352.13;136.49
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~1. One Box;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;1. One Box;2,00E-06;Tutorial;1.0;1.0;2019-10-22 13:19:20.602244-04:00;17.57;8.18;9.0;37.55;1.0;100.0;22.86;RAPID_SOLVER;0.0;0.0;0.0;1.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~2. Separated Boxes;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;2. Separated Boxes;0.111127;Tutorial;1.0;1.0;2019-10-22 13:19:37.000675-04:00;252.96;94.02;125.0;96.41;3.0;83.27;95.22;PRODUCTIVE_PERSISTANCE;1.0;0.0;0.0;40.0;NA;94.57
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~3. Rotate a Pyramid;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;3. Rotate a Pyramid;0.083447;Tutorial;1.0;1.0;2019-10-22 13:23:50.033577-04:00;30.28;18.62;16.0;35.22;1.0;43.72;26.92;NO_BEHAVIOR;0.0;0.0;0.0;4.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~4. Match Silhouettes;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;4. Match Silhouettes;0.061887;Tutorial;1.0;1.0;2019-10-24 09:03:09.192706-04:00;733.99;97.08;379.0;97.92;9.0;96.25;97.5;PRODUCTIVE_PERSISTANCE;6.0;2.0;28.0;183.0;NA;227.78
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~5. Removing Objects;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;5. Removing Objects;0.106021;Tutorial;1.0;1.0;2019-10-24 09:54:48.626186-04:00;174.28;60.81;91.0;70.72;7.0;90.99;65.77;NO_BEHAVIOR;4.0;5.0;18.0;23.0;NA;248.12
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~7. Max 2 Boxes;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;7. Max 2 Boxes;0.078039;Tutorial;1.0;1.0;2019-10-24 09:44:13.979196-04:00;18.17;4.33;18.0;39.42;1.0;61.54;21.88;RAPID_SOLVER;1.0;0.0;0.0;4.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~8. Combine 2 Ramps;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;8. Combine 2 Ramps;0.068608;Tutorial;1.0;1.0;2019-10-24 09:44:38.508985-04:00;86.34;56.02;44.0;57.07;2.0;90.05;56.54;NO_BEHAVIOR;1.0;0.0;0.0;18.0;NA;38.76
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~9. Scaling Round Objects;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;9. Scaling Round Objects;0.128647;Tutorial;1.0;1.0;2019-10-24 09:46:23.133935-04:00;119.93;55.68;50.0;52.84;3.0;83.52;54.26;NO_BEHAVIOR;2.0;1.0;6.0;14.0;NA;82.81
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~6. Stretch a Ramp;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;6. Stretch a Ramp;0.107035;Tutorial;1.0;1.0;2019-10-24 09:49:29.706556-04:00;106.62;50.0;51.0;52.29;2.0;67.89;51.15;NO_BEHAVIOR;0.0;0.0;5.0;17.0;NA;50.05
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~Square Cross-Sections;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;Square Cross-Sections;0.199714;Intermediate;1.0;0.0;2019-10-25 11:21:26.054590-04:00;392.0;80.13;204.0;87.42;5.0;84.11;83.77;NO_BEHAVIOR;4.0;3.0;8.0;61.0;315.69;67.1
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~Bird Fez;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;Bird Fez;0.156674;Intermediate;1.0;1.0;2019-10-25 11:21:32.244072-04:00;209.44;61.69;79.0;55.84;5.0;83.77;58.77;NO_BEHAVIOR;0.0;0.0;4.0;26.0;NA;85.19
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~Pi Henge;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;Pi Henge;0.067346;Intermediate;1.0;1.0;2019-10-25 11:25:03.729331-04:00;87.69;48.05;38.0;34.42;1.0;64.29;41.23;NO_BEHAVIOR;1.0;0.0;0.0;15.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~45-Degree Rotations;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;45-Degree Rotations;0.096715;Intermediate;1.0;1.0;2019-10-25 11:28:47.158610-04:00;145.27;65.69;67.0;61.31;3.0;89.78;63.5;NO_BEHAVIOR;0.0;0.0;0.0;25.0;NA;75.61
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~Pyramids are Strange;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;Pyramids are Strange;0.1796;Intermediate;1.0;1.0;2019-10-25 11:31:14.070018-04:00;228.2;62.2;118.0;68.5;6.0;87.4;65.35;NO_BEHAVIOR;0.0;0.0;7.0;49.0;NA;152.15
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~Boxes Obscure Spheres;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;Boxes Obscure Spheres;0.266198;Intermediate;1.0;1.0;2019-10-25 11:34:58.756824-04:00;516.67;72.82;184.0;67.96;17.0;95.15;70.39;NO_BEHAVIOR;6.0;3.0;36.0;60.0;NA;583.8
e6af7d42084352a39449e6d0a09b18cd~ca35f06de1cb31608714f602522da941~Object Limits;e6af7d42084352a39449e6d0a09b18cd;ca35f06de1cb31608714f602522da941;Object Limits;0.257177;Intermediate;1.0;0.0;2019-10-25 11:50:23.218226-04:00;140.67;40.4;45.0;38.38;4.0;52.53;39.39;NO_BEHAVIOR;0.0;5.0;6.0;13.0;0;0
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~1. One Box;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;1. One Box;2,00E-06;Tutorial;1.0;1.0;2019-10-22 13:19:31.288424-04:00;209.37;97.4;159.0;98.88;1.0;100.0;98.14;PRODUCTIVE_PERSISTANCE;1.0;1.0;0.0;127.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~2. Separated Boxes;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;2. Separated Boxes;0.111127;Tutorial;1.0;1.0;2019-10-22 13:33:20.719135-04:00;631.26;99.2;509.0;100.0;2.0;61.35;99.6;PRODUCTIVE_PERSISTANCE;1.0;15.0;11.0;280.0;NA;1.79
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~3. Rotate a Pyramid;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;3. Rotate a Pyramid;0.083447;Tutorial;1.0;1.0;2019-10-22 13:33:26.056528-04:00;10.78;0.4;35.0;68.02;2.0;73.28;34.21;NO_BEHAVIOR;0.0;0.0;0.0;24.0;NA;4.43
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~4. Match Silhouettes;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;4. Match Silhouettes;0.061887;Tutorial;1.0;1.0;2019-10-22 13:33:36.352748-04:00;4.93;0.83;10.0;15.0;1.0;59.17;7.92;RAPID_SOLVER;0.0;0.0;0.0;3.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~5. Removing Objects;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;5. Removing Objects;0.106021;Tutorial;1.0;1.0;2019-10-22 13:33:42.003665-04:00;21.65;3.15;34.0;39.19;1.0;50.9;21.17;RAPID_SOLVER;0.0;0.0;0.0;19.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~6. Stretch a Ramp;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;6. Stretch a Ramp;0.107035;Tutorial;1.0;1.0;2019-10-22 13:34:04.663868-04:00;18.88;2.29;18.0;16.51;1.0;33.49;9.4;RAPID_SOLVER;0.0;0.0;0.0;8.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~7. Max 2 Boxes;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;7. Max 2 Boxes;0.078039;Tutorial;4.0;1.0;2019-10-24 09:53:36.774550-04:00;1012.71;99.52;468.0;99.04;36.0;100.0;99.28;PRODUCTIVE_PERSISTANCE;13.0;0.0;27.0;198.0;NA;394.94
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~8. Combine 2 Ramps;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;8. Combine 2 Ramps;0.068608;Tutorial;1.0;1.0;2019-10-22 13:34:58.455235-04:00;107.55;63.87;123.0;87.96;3.0;96.34;75.92;PRODUCTIVE_PERSISTANCE;0.0;0.0;0.0;112.0;NA;41.96
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~9. Scaling Round Objects;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;9. Scaling Round Objects;0.128647;Tutorial;2.0;1.0;2019-10-24 09:44:05.927208-04:00;210.39;73.3;58.0;56.82;6.0;95.45;65.06;NO_BEHAVIOR;4.0;0.0;1.0;20.0;NA;70.72
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~Square Cross-Sections;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;Square Cross-Sections;0.199714;Intermediate;1.0;1.0;2019-10-24 09:56:08.036072-04:00;99.33;28.48;24.0;11.92;1.0;33.77;20.2;RAPID_SOLVER;2.0;0.0;0.0;11.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~Bird Fez;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;Bird Fez;0.156674;Intermediate;1.0;1.0;2019-10-25 11:17:47.123508-04:00;156.34;49.35;58.0;40.91;2.0;59.74;45.13;NO_BEHAVIOR;2.0;0.0;5.0;21.0;NA;76.75
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~Pi Henge;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;Pi Henge;0.067346;Intermediate;1.0;1.0;2019-10-25 11:20:37.249913-04:00;60.33;19.48;27.0;10.39;1.0;64.29;14.94;RAPID_SOLVER;0.0;0.0;3.0;10.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~45-Degree Rotations;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;45-Degree Rotations;0.096715;Intermediate;1.0;1.0;2019-10-25 11:21:28.657590-04:00;94.53;43.07;49.0;50.36;1.0;64.23;46.72;NO_BEHAVIOR;0.0;0.0;13.0;15.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~Pyramids are Strange;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;Pyramids are Strange;0.1796;Intermediate;1.0;1.0;2019-10-25 11:23:03.870872-04:00;109.52;25.2;50.0;25.2;1.0;32.28;25.2;NO_BEHAVIOR;0.0;0.0;1.0;19.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~Boxes Obscure Spheres;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;Boxes Obscure Spheres;0.266198;Intermediate;1.0;1.0;2019-10-25 11:24:54.112300-04:00;36.06;1.94;17.0;0.97;2.0;31.07;1.46;RAPID_SOLVER;0.0;0.0;0.0;6.0;NA;13.32
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~Object Limits;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;Object Limits;0.257177;Intermediate;1.0;1.0;2019-10-25 11:25:28.991430-04:00;38.03;4.04;17.0;8.08;3.0;37.37;6.06;RAPID_SOLVER;0.0;0.0;0.0;7.0;NA;17.28
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~Warm Up;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;Warm Up;0.183971;Advanced;1.0;1.0;2019-10-25 11:26:07.084415-04:00;55.28;70.18;26.0;75.44;1.0;88.6;72.81;NO_BEHAVIOR;0.0;0.0;2.0;8.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~Angled Silhouette;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;Angled Silhouette;0.147673;Intermediate;1.0;1.0;2019-10-25 11:27:02.707939-04:00;104.36;67.68;43.0;57.58;1.0;61.62;62.63;NO_BEHAVIOR;0.0;0.0;2.0;15.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~263c55cbe89c59d5374540a90c0e9425~Sugar Cones;e6af7d42084352a39449e6d0a09b18cd;263c55cbe89c59d5374540a90c0e9425;Sugar Cones;0.085909;Advanced;1.0;1.0;2019-10-25 11:28:48.041754-04:00;61.32;54.46;27.0;58.04;2.0;89.29;56.25;NO_BEHAVIOR;0.0;0.0;1.0;9.0;NA;25.8
